Order_ID,Warehouse,Product,Order_Date,Dispatch_Date,Ship_Date,Destination
1760,D,Laptop,2024-01-09,2024-01-10,2024-01-13,Mumbai
1761,A,Keyboard,2024-03-15,2024-03-15,2024-03-16,Bangalore
1762,D,Headphones,2024-04-23,2024-04-24,2024-04-27,Kolkata
1763,C,Keyboard,2024-01-05,2024-01-06,2024-01-10,Hyderabad
1764,D,Monitor,2024-03-21,2024-03-22,2024-03-25,Hyderabad
1765,B,Tablet,2024-02-10,2024-02-12,2024-02-15,Bangalore
1766,D,Tablet,2024-04-28,2024-04-30,2024-05-01,Kolkata
1767,C,Keyboard,2024-03-30,2024-03-31,2024-04-03,Chennai
1768,C,Phone,2024-02-05,2024-02-05,2024-02-08,Delhi
1769,C,Headphones,2024-03-21,2024-03-22,2024-03-24,Chennai
1770,A,Headphones,2024-01-07,2024-01-09,2024-01-10,Delhi
1771,C,Tablet,2024-04-20,2024-04-22,2024-04-24,Pune
1772,B,Headphones,2024-04-10,2024-04-13,2024-04-16,Bangalore
1773,D,Keyboard,2024-01-24,2024-01-26,2024-01-30,Mumbai
1774,C,Headphones,2024-02-07,2024-02-08,2024-02-09,Pune
1775,D,Phone,2024-03-30,2024-03-31,2024-04-02,Kolkata
1776,D,Headphones,2024-03-07,2024-03-09,2024-03-12,Mumbai
1777,A,Keyboard,2024-04-21,2024-04-22,2024-04-23,Pune
1778,A,Headphones,2024-03-27,2024-03-29,2024-04-02,Delhi
1779,D,Tablet,2024-02-14,2024-02-14,2024-02-15,Mumbai
1780,B,Monitor,2024-04-07,2024-04-11,2024-04-15,Kolkata
1781,C,Keyboard,2024-04-02,2024-04-04,2024-04-07,Pune
1782,C,Tablet,2024-04-21,2024-04-23,2024-04-25,Pune
1783,D,Monitor,2024-03-29,2024-03-31,2024-04-03,Delhi
1784,D,Phone,2024-04-06,2024-04-07,2024-04-09,Chennai
1785,C,Laptop,2024-02-19,2024-02-20,2024-02-22,Bangalore
1786,A,Monitor,2024-02-05,2024-02-07,2024-02-11,Kolkata
1787,D,Phone,2024-04-11,2024-04-11,2024-04-13,Hyderabad
1788,B,Monitor,2024-03-11,2024-03-14,2024-03-16,Bangalore
1789,D,Monitor,2024-04-19,2024-04-19,2024-04-23,Pune
1790,C,Headphones,2024-02-11,2024-02-13,2024-02-14,Pune
1791,D,Headphones,2024-02-23,2024-02-23,2024-02-24,Mumbai
1792,B,Headphones,2024-01-18,2024-01-20,2024-01-23,Kolkata
1793,A,Phone,2024-02-20,2024-02-20,2024-02-23,Bangalore
1794,A,Headphones,2024-03-24,2024-03-24,2024-03-28,Bangalore
1795,C,Monitor,2024-01-04,2024-01-04,2024-01-06,Kolkata
1796,D,Headphones,2024-02-20,2024-02-21,2024-02-25,Mumbai
1797,C,Keyboard,2024-03-06,2024-03-07,2024-03-08,Pune
1798,B,Laptop,2024-01-24,2024-01-27,2024-01-31,Hyderabad
1799,A,Tablet,2024-01-29,2024-01-29,2024-02-02,Kolkata
1800,C,Tablet,2024-02-17,2024-02-19,2024-02-22,Chennai
1801,C,Laptop,2024-03-12,2024-03-13,2024-03-15,Chennai
1802,D,Tablet,2024-04-15,2024-04-15,2024-04-16,Pune
1803,B,Monitor,2024-04-09,2024-04-13,2024-04-15,Bangalore
1804,B,Keyboard,2024-04-11,2024-04-13,2024-04-14,Delhi
1805,C,Monitor,2024-02-17,2024-02-17,2024-02-18,Pune
1806,A,Phone,2024-02-06,2024-02-07,2024-02-08,Hyderabad
1807,D,Tablet,2024-01-24,2024-01-26,2024-01-30,Delhi
1808,D,Headphones,2024-04-27,2024-04-27,2024-04-28,Delhi
1809,C,Tablet,2024-03-16,2024-03-16,2024-03-17,Delhi
1810,C,Tablet,2024-03-03,2024-03-03,2024-03-04,Mumbai
1811,D,Keyboard,2024-01-25,2024-01-25,2024-01-26,Pune
1812,C,Monitor,2024-03-19,2024-03-19,2024-03-20,Mumbai
1813,B,Monitor,2024-02-21,2024-02-25,2024-02-27,Pune
1814,A,Keyboard,2024-02-04,2024-02-05,2024-02-08,Delhi
1815,A,Phone,2024-01-11,2024-01-12,2024-01-14,Delhi
1816,A,Phone,2024-01-11,2024-01-12,2024-01-13,Hyderabad
1817,B,Keyboard,2024-02-02,2024-02-05,2024-02-06,Pune
1818,C,Headphones,2024-04-17,2024-04-18,2024-04-19,Mumbai
1819,C,Tablet,2024-04-28,2024-04-29,2024-05-01,Kolkata
1820,D,Keyboard,2024-04-05,2024-04-07,2024-04-09,Mumbai
1821,A,Keyboard,2024-01-07,2024-01-08,2024-01-11,Kolkata
1822,C,Monitor,2024-03-08,2024-03-08,2024-03-12,Bangalore
1823,B,Monitor,2024-02-27,2024-02-29,2024-03-04,Hyderabad
1824,A,Keyboard,2024-01-30,2024-01-30,2024-02-01,Pune
1825,B,Laptop,2024-01-08,2024-01-12,2024-01-16,Bangalore
1826,A,Headphones,2024-01-22,2024-01-24,2024-01-26,Pune
1827,A,Keyboard,2024-02-22,2024-02-22,2024-02-25,Hyderabad
1828,C,Tablet,2024-04-03,2024-04-05,2024-04-09,Pune
1829,D,Tablet,2024-03-04,2024-03-05,2024-03-08,Delhi
1830,C,Headphones,2024-01-09,2024-01-09,2024-01-11,Mumbai
1831,C,Phone,2024-04-01,2024-04-01,2024-04-02,Mumbai
1832,B,Keyboard,2024-02-07,2024-02-09,2024-02-11,Hyderabad
1833,B,Monitor,2024-04-28,2024-05-02,2024-05-04,Chennai
1834,A,Phone,2024-01-08,2024-01-09,2024-01-13,Delhi
1835,C,Monitor,2024-02-25,2024-02-26,2024-03-01,Chennai
1836,C,Tablet,2024-03-03,2024-03-04,2024-03-05,Kolkata
1837,B,Tablet,2024-04-05,2024-04-08,2024-04-11,Mumbai
1838,A,Tablet,2024-03-21,2024-03-22,2024-03-23,Mumbai
1839,A,Headphones,2024-03-21,2024-03-22,2024-03-25,Mumbai
1840,A,Phone,2024-04-04,2024-04-04,2024-04-06,Chennai
1841,B,Headphones,2024-03-02,2024-03-04,2024-03-05,Kolkata
1842,A,Headphones,2024-02-10,2024-02-12,2024-02-16,Mumbai
1843,A,Keyboard,2024-01-14,2024-01-14,2024-01-16,Hyderabad
1844,C,Phone,2024-03-28,2024-03-30,2024-03-31,Mumbai
1845,A,Keyboard,2024-04-07,2024-04-08,2024-04-10,Hyderabad
1846,D,Phone,2024-03-30,2024-03-31,2024-04-03,Kolkata
1847,D,Phone,2024-01-30,2024-01-31,2024-02-02,Kolkata
1848,D,Laptop,2024-04-22,2024-04-22,2024-04-26,Bangalore
1849,C,Keyboard,2024-04-13,2024-04-13,2024-04-14,Chennai
1850,D,Phone,2024-03-24,2024-03-24,2024-03-28,Mumbai
1851,A,Monitor,2024-02-10,2024-02-11,2024-02-12,Chennai
1852,B,Headphones,2024-02-25,2024-02-29,2024-03-04,Kolkata
1853,B,Laptop,2024-02-15,2024-02-18,2024-02-19,Chennai
1854,A,Laptop,2024-01-09,2024-01-09,2024-01-10,Kolkata
1855,C,Keyboard,2024-04-04,2024-04-04,2024-04-06,Bangalore
1856,C,Phone,2024-01-24,2024-01-26,2024-01-30,Delhi
1857,A,Headphones,2024-04-25,2024-04-26,2024-04-30,Hyderabad
1858,C,Keyboard,2024-04-21,2024-04-23,2024-04-25,Bangalore
1859,A,Phone,2024-04-05,2024-04-07,2024-04-10,Delhi
1860,B,Headphones,2024-03-08,2024-03-11,2024-03-12,Chennai
1861,A,Phone,2024-01-02,2024-01-04,2024-01-06,Pune
1862,C,Headphones,2024-03-26,2024-03-26,2024-03-30,Hyderabad
1863,D,Monitor,2024-03-17,2024-03-19,2024-03-20,Delhi
1864,C,Laptop,2024-03-02,2024-03-02,2024-03-04,Delhi
1865,C,Tablet,2024-01-30,2024-01-31,2024-02-02,Pune
1866,D,Monitor,2024-02-28,2024-03-01,2024-03-02,Hyderabad
1867,A,Keyboard,2024-04-17,2024-04-18,2024-04-19,Kolkata
1868,B,Laptop,2024-01-18,2024-01-21,2024-01-23,Kolkata
1869,A,Monitor,2024-02-15,2024-02-17,2024-02-20,Delhi
1870,B,Keyboard,2024-04-10,2024-04-13,2024-04-14,Kolkata
1871,C,Keyboard,2024-01-25,2024-01-27,2024-01-28,Hyderabad
1872,C,Phone,2024-04-25,2024-04-25,2024-04-26,Bangalore
1873,B,Keyboard,2024-04-24,2024-04-27,2024-04-29,Pune
1874,B,Headphones,2024-02-29,2024-03-04,2024-03-06,Bangalore
1875,C,Keyboard,2024-04-11,2024-04-11,2024-04-14,Bangalore
1876,C,Tablet,2024-04-11,2024-04-13,2024-04-14,Hyderabad
1877,A,Laptop,2024-03-19,2024-03-21,2024-03-22,Bangalore
1878,C,Headphones,2024-04-23,2024-04-25,2024-04-26,Hyderabad
1879,B,Headphones,2024-03-23,2024-03-26,2024-03-27,Mumbai
1880,A,Keyboard,2024-04-26,2024-04-26,2024-04-27,Mumbai
1881,C,Tablet,2024-02-14,2024-02-14,2024-02-15,Delhi
1882,A,Keyboard,2024-02-20,2024-02-20,2024-02-23,Bangalore
1883,C,Laptop,2024-03-06,2024-03-08,2024-03-09,Pune
1884,D,Phone,2024-01-27,2024-01-28,2024-02-01,Mumbai
1885,A,Monitor,2024-01-21,2024-01-23,2024-01-27,Delhi
1886,B,Headphones,2024-04-19,2024-04-21,2024-04-23,Delhi
1887,B,Phone,2024-04-27,2024-04-29,2024-05-01,Delhi
1888,C,Monitor,2024-03-23,2024-03-23,2024-03-27,Kolkata
1889,C,Monitor,2024-04-11,2024-04-12,2024-04-16,Delhi
1890,C,Tablet,2024-02-17,2024-02-19,2024-02-23,Chennai
1891,B,Phone,2024-01-27,2024-01-31,2024-02-01,Mumbai
1892,A,Keyboard,2024-04-19,2024-04-19,2024-04-21,Hyderabad
1893,B,Tablet,2024-03-20,2024-03-24,2024-03-25,Mumbai
1894,B,Headphones,2024-02-26,2024-02-29,2024-03-04,Bangalore
1895,C,Tablet,2024-02-09,2024-02-10,2024-02-11,Delhi
1896,B,Tablet,2024-04-27,2024-04-29,2024-05-02,Pune
1897,B,Headphones,2024-04-27,2024-04-29,2024-05-02,Chennai
1898,D,Tablet,2024-03-18,2024-03-19,2024-03-23,Mumbai
1899,D,Monitor,2024-03-18,2024-03-18,2024-03-20,Hyderabad
1900,B,Monitor,2024-01-06,2024-01-09,2024-01-13,Pune
1901,C,Tablet,2024-04-25,2024-04-27,2024-04-29,Delhi
1902,C,Phone,2024-03-07,2024-03-07,2024-03-08,Pune
1903,A,Laptop,2024-01-05,2024-01-06,2024-01-08,Mumbai
1904,B,Laptop,2024-03-17,2024-03-19,2024-03-23,Pune
1905,B,Tablet,2024-04-01,2024-04-04,2024-04-08,Mumbai
1906,D,Laptop,2024-01-03,2024-01-05,2024-01-08,Mumbai
1907,B,Tablet,2024-04-19,2024-04-23,2024-04-24,Pune
1908,A,Monitor,2024-01-19,2024-01-21,2024-01-22,Delhi
1909,C,Headphones,2024-01-01,2024-01-03,2024-01-06,Mumbai
1910,A,Tablet,2024-04-24,2024-04-26,2024-04-29,Kolkata
1911,D,Phone,2024-01-20,2024-01-22,2024-01-26,Mumbai
1912,A,Laptop,2024-01-19,2024-01-19,2024-01-20,Mumbai
1913,A,Keyboard,2024-01-04,2024-01-04,2024-01-07,Bangalore
1914,A,Headphones,2024-04-30,2024-05-02,2024-05-05,Kolkata
1915,B,Headphones,2024-02-01,2024-02-05,2024-02-09,Delhi
1916,B,Keyboard,2024-04-29,2024-05-03,2024-05-05,Kolkata
1917,C,Tablet,2024-02-28,2024-02-28,2024-03-02,Bangalore
1918,B,Keyboard,2024-03-06,2024-03-08,2024-03-10,Bangalore
1919,D,Monitor,2024-02-25,2024-02-27,2024-02-29,Hyderabad
1920,C,Monitor,2024-02-06,2024-02-08,2024-02-12,Chennai
1921,A,Laptop,2024-02-21,2024-02-23,2024-02-27,Kolkata
1922,B,Monitor,2024-02-03,2024-02-05,2024-02-06,Delhi
1923,B,Monitor,2024-02-21,2024-02-24,2024-02-26,Kolkata
1924,B,Phone,2024-03-18,2024-03-20,2024-03-23,Kolkata
1925,C,Keyboard,2024-03-22,2024-03-22,2024-03-23,Mumbai
1926,B,Laptop,2024-03-14,2024-03-17,2024-03-19,Pune
1927,D,Monitor,2024-01-18,2024-01-18,2024-01-21,Bangalore
1928,D,Keyboard,2024-02-05,2024-02-06,2024-02-08,Hyderabad
1929,A,Phone,2024-02-27,2024-02-28,2024-03-01,Mumbai
1930,B,Laptop,2024-02-24,2024-02-26,2024-03-01,Hyderabad
1931,D,Monitor,2024-02-16,2024-02-16,2024-02-18,Kolkata
1932,C,Keyboard,2024-04-02,2024-04-04,2024-04-05,Kolkata
1933,D,Keyboard,2024-01-29,2024-01-30,2024-02-03,Delhi
1934,A,Tablet,2024-03-07,2024-03-08,2024-03-11,Kolkata
1935,B,Keyboard,2024-02-18,2024-02-21,2024-02-24,Hyderabad
1936,B,Laptop,2024-01-04,2024-01-08,2024-01-12,Pune
1937,A,Laptop,2024-02-10,2024-02-12,2024-02-13,Mumbai
1938,A,Monitor,2024-03-13,2024-03-15,2024-03-19,Chennai
1939,D,Tablet,2024-02-19,2024-02-21,2024-02-24,Chennai
1940,B,Phone,2024-02-11,2024-02-14,2024-02-17,Mumbai
1941,A,Headphones,2024-01-15,2024-01-16,2024-01-18,Mumbai
1942,A,Monitor,2024-02-24,2024-02-24,2024-02-25,Hyderabad
1943,D,Keyboard,2024-02-19,2024-02-20,2024-02-23,Delhi
1944,C,Tablet,2024-02-06,2024-02-07,2024-02-09,Bangalore
1945,A,Keyboard,2024-04-25,2024-04-26,2024-04-30,Delhi
1946,C,Keyboard,2024-03-27,2024-03-27,2024-03-31,Chennai
1947,B,Tablet,2024-04-13,2024-04-17,2024-04-21,Pune
1948,D,Phone,2024-02-18,2024-02-18,2024-02-22,Kolkata
1949,C,Monitor,2024-03-08,2024-03-10,2024-03-14,Delhi
1950,C,Keyboard,2024-02-25,2024-02-25,2024-02-29,Kolkata
1951,C,Laptop,2024-01-23,2024-01-24,2024-01-27,Chennai
1952,C,Monitor,2024-03-17,2024-03-19,2024-03-20,Kolkata
1953,C,Headphones,2024-04-18,2024-04-20,2024-04-24,Mumbai
1954,B,Phone,2024-01-04,2024-01-07,2024-01-09,Mumbai
1955,B,Laptop,2024-03-23,2024-03-27,2024-03-30,Chennai
1956,A,Headphones,2024-02-07,2024-02-07,2024-02-08,Bangalore
1957,B,Tablet,2024-03-31,2024-04-04,2024-04-08,Bangalore
1958,A,Laptop,2024-04-01,2024-04-01,2024-04-05,Delhi
1959,D,Keyboard,2024-03-02,2024-03-03,2024-03-06,Mumbai
1960,B,Monitor,2024-04-17,2024-04-20,2024-04-22,Delhi
1961,C,Tablet,2024-01-15,2024-01-16,2024-01-18,Chennai
1962,D,Tablet,2024-01-23,2024-01-23,2024-01-24,Bangalore
1963,C,Phone,2024-02-07,2024-02-07,2024-02-09,Kolkata
1964,C,Monitor,2024-02-08,2024-02-10,2024-02-14,Bangalore
1965,C,Laptop,2024-03-06,2024-03-06,2024-03-07,Pune
1966,B,Phone,2024-03-30,2024-04-03,2024-04-06,Bangalore
1967,C,Keyboard,2024-02-11,2024-02-11,2024-02-13,Delhi
1968,A,Monitor,2024-03-10,2024-03-11,2024-03-12,Hyderabad
1969,D,Tablet,2024-03-31,2024-03-31,2024-04-03,Mumbai
1970,B,Headphones,2024-01-10,2024-01-12,2024-01-15,Bangalore
1971,A,Laptop,2024-01-16,2024-01-16,2024-01-18,Hyderabad
1972,A,Monitor,2024-01-08,2024-01-09,2024-01-11,Kolkata
1973,A,Laptop,2024-04-02,2024-04-02,2024-04-04,Kolkata
1974,C,Monitor,2024-02-28,2024-02-28,2024-02-29,Kolkata
1975,A,Headphones,2024-02-21,2024-02-21,2024-02-22,Bangalore
1976,D,Monitor,2024-04-29,2024-05-01,2024-05-05,Pune
1977,B,Keyboard,2024-03-19,2024-03-23,2024-03-27,Delhi
1978,D,Monitor,2024-01-01,2024-01-03,2024-01-04,Mumbai
1979,C,Tablet,2024-04-08,2024-04-10,2024-04-12,Bangalore
1980,D,Headphones,2024-01-16,2024-01-16,2024-01-18,Mumbai
1981,D,Laptop,2024-03-28,2024-03-28,2024-04-01,Delhi
1982,A,Laptop,2024-02-09,2024-02-09,2024-02-10,Kolkata
1983,D,Headphones,2024-02-14,2024-02-16,2024-02-19,Bangalore
1984,A,Laptop,2024-02-27,2024-02-27,2024-03-02,Bangalore
1985,D,Headphones,2024-02-01,2024-02-02,2024-02-04,Pune
1986,D,Monitor,2024-02-13,2024-02-13,2024-02-17,Bangalore
1987,D,Tablet,2024-03-13,2024-03-15,2024-03-16,Bangalore
1988,D,Monitor,2024-02-26,2024-02-28,2024-03-02,Hyderabad
1989,D,Keyboard,2024-04-09,2024-04-09,2024-04-10,Kolkata
1990,B,Phone,2024-04-16,2024-04-18,2024-04-19,Hyderabad
1991,D,Headphones,2024-02-18,2024-02-20,2024-02-22,Kolkata
1992,A,Monitor,2024-03-28,2024-03-29,2024-04-02,Chennai
1993,B,Headphones,2024-02-14,2024-02-16,2024-02-18,Mumbai
1994,D,Laptop,2024-03-15,2024-03-16,2024-03-19,Mumbai
1995,D,Tablet,2024-03-26,2024-03-28,2024-03-31,Hyderabad
1996,A,Phone,2024-04-09,2024-04-10,2024-04-12,Pune
1997,B,Laptop,2024-01-26,2024-01-29,2024-01-30,Hyderabad
1998,B,Monitor,2024-04-24,2024-04-26,2024-04-27,Kolkata
1999,D,Laptop,2024-02-15,2024-02-17,2024-02-19,Pune
